agency,approxname,approxdept,state_code,google_name,google_address,lat,lon,type
Pembroke Police Dept,Pembroke,Police Dept,MA,Pembroke Town Police Department,"80 Center St, Pembroke, MA 02359, United States",42.072269,-70.808022,"police,point_of_interest,establishment"
Rio Arriba County Sheriff Department,Rio Arriba County,Sheriff Department,NM,Rio Arriba County Sheriff,"1122 Industrial Park Rd, Espa±ola, NM 87532, United States",36.0076978,-106.0918079,"local_government_office,police,point_of_interest,establishment"
Holden Police Dept,Holden,Police Dept,MA,Holden Police Department,"1370 Main St, Holden, MA 01520, United States",42.3536023,-71.8712483,"police,point_of_interest,establishment"
Shasta County Sheriff Department,Shasta County,Sheriff Department,CA,Shasta County Sheriff's Office,"1525 Court St, Redding, CA 96001, United States",40.5827315,-122.3952529,"local_government_office,police,point_of_interest,establishment"
St. Lucie County Sheriff Department,St. Lucie County,Sheriff Department,FL,St. Lucie County Sheriff's Office,"4700 W Midway Rd, Fort Pierce, FL 34981, United States",27.3753956,-80.3731677,"local_government_office,police,point_of_interest,establishment"
Parma City Police Dept,Parma City,Police Dept,OH,Parma Police Department,"5555 Powers Blvd, Parma, OH 44129, United States",41.3817639,-81.724506,"police,point_of_interest,establishment"
Daviess County Sheriff Department,Daviess County,Sheriff Department,KY,Daviess County Sheriff's Department,"212 St Ann St # 103, Owensboro, KY 42303, United States",37.7740504,-87.1128462,"local_government_office,police,point_of_interest,establishment"
Lincoln County Sheriff Department,Lincoln County,Sheriff Department,MO,Lincoln County Sheriff's Office,"65 Business Park Dr, Troy, MO 63379, United States",38.9713146,-90.9625074,"local_government_office,police,point_of_interest,establishment"
Jefferson County Sheriff Department,Jefferson County,Sheriff Department,AL,Jefferson County Sheriffs Department Sub Station,"3000 Shades Crest Rd, Vestavia Hills, AL 35216, United States",33.462115,-86.759704,"local_government_office,police,point_of_interest,establishment"
Leon County Sheriff Department,Leon County,Sheriff Department,FL,Leon County Sheriff's Office,"2825 Municipal Way, Tallahassee, FL 32304, United States",30.4392793,-84.3352294,"police,local_government_office,point_of_interest,establishment"
Upper Gwynedd Twp Police Dept,Upper Gwynedd Twp,Police Dept,PA,Upper Gwynedd Twp Police Office,"1 Parkside Pl, North Wales, PA 19454, United States",40.2112626,-75.2876705,"police,point_of_interest,establishment"
Fresno County Sheriff Department,Fresno County,Sheriff Department,CA,Fresno County Sheriff's Office,"2200 Fresno St, Fresno, CA 93724, United States",36.7368929,-119.7897127,"local_government_office,police,point_of_interest,establishment"
Starr County Sheriff Department,Starr County,Sheriff Department,TX,Starr County Sheriff's Office,"100 E 6th St, Rio Grande City, TX 78582, United States",26.3833894,-98.8186702,"local_government_office,police,point_of_interest,establishment"
Franklin County Sheriff Office,Franklin County,Sheriff Office,MO,Franklin County Sheriff's Office,"1 Bruns Ln, Union, MO 63084, United States",38.4589889,-90.9918968,"police,point_of_interest,establishment"
Deschutes County Sheriff Office,Deschutes County,Sheriff Office,OR,Deschutes County Sheriff,"63333 US-20, Bend, OR 97701, United States",44.0998319,-121.3057777,"local_government_office,point_of_interest,establishment"
Branch County Sheriff Department,Branch County,Sheriff Department,MI,Branch County Sheriff's Office,"580 Marshall Rd, Coldwater, MI 49036, United States",41.9680244,-85.0006748,"local_government_office,police,point_of_interest,establishment"
Whatcom County Sheriff Department,Whatcom County,Sheriff Department,WA,Whatcom County Sheriff's Office,"Public Safety Building, 311 Grand Ave, Bellingham, WA 98225, United States",48.7543416,-122.4804584,"local_government_office,police,point_of_interest,establishment"
Pottawattamie County Sheriff Department,Pottawattamie County,Sheriff Department,IA,Pottawattamie County Sheriff's Office,"1400 Big Lake Rd, Council Bluffs, IA 51501, United States",41.2843654,-95.8651005,"local_government_office,police,point_of_interest,establishment"
Howard County Sheriff Department,Howard County,Sheriff Department,IN,Howard County Sheriff's Department,"1800 W Markland Ave, Kokomo, IN 46901, United States",40.4771002,-86.1566077,"local_government_office,police,point_of_interest,establishment"
Bergenfield Police Dept,Bergenfield,Police Dept,NJ,Bergenfield Police Department,"198 N Washington Ave, Bergenfield, NJ 07621, United States",40.9346262,-73.9958995,"police,point_of_interest,establishment"
